,secID,ticker,secShortName,exchangeCD,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue,dealAmount,turnoverRate,accumAdjFactor,negMarketValue,marketValue,chgPct,PE,PE1,PB,isOpen,vwap
248,600519.XSHG,600519,贵州茅台,XSHG,2019-01-09,604.79,604.79,609.99,626.16,609.04,616.12,4989227,3084214779,25608,0.004,0.9649431109,773968588536,773968588536,0.0187,24.3164,23.4692,7.5605,1,618.175
249,600519.XSHG,600519,贵州茅台,XSHG,2019-01-10,616.12,616.12,617.13,624.88,610.25,618.77,2904390,1797683134,15788,0.0023,0.9649431109,777297512706,777297512706,0.0043,24.421,23.5701,7.593,1,618.954
250,600519.XSHG,600519,贵州茅台,XSHG,2019-01-11,618.77,618.77,625.0,637.0,618.75,635.88,3888421,2445929483,21831,0.0031,0.9649431109,798791057064,798791057064,0.0277,25.0963,24.2219,7.803,1,629.029
251,600519.XSHG,600519,贵州茅台,XSHG,2019-01-14,635.88,635.88,633.0,635.89,621.55,624.6,2564890,1606308126,15374,0.002,0.9649431109,784621145880,784621145880,-0.0177,24.6511,23.7922,7.6646,1,626.268
252,600519.XSHG,600519,贵州茅台,XSHG,2019-01-15,624.6,624.6,627.86,661.5,625.0,659.98,5576485,3613919068,28939,0.0044,0.9649431109,829065424044,829065424044,0.0566,26.0474,25.1399,8.0987,1,648.064
253,600519.XSHG,600519,贵州茅台,XSHG,2019-01-16,659.98,659.98,658.0,665.65,653.6,661.1,4208364,2775103930,24078,0.0034,0.9649431109,830472365580,830472365580,0.0017,26.0916,25.1826,8.1125,1,659.426
254,600519.XSHG,600519,贵州茅台,XSHG,2019-01-17,661.1,661.1,663.0,669.7,655.8,659.25,3028476,2004454115,17232,0.0024,0.9649431109,828148399650,828148399650,-0.0028,26.0186,25.1121,8.0898,1,661.869
255,600519.XSHG,600519,贵州茅台,XSHG,2019-01-18,659.25,659.25,665.0,690.2,661.5,683.61,6860918,4647515824,33574,0.0055,0.9649431109,858749378058,858749378058,0.037,26.98,26.04,8.3887,1,677.39
256,600519.XSHG,600519,贵州茅台,XSHG,2019-01-21,683.61,683.61,690.0,698.88,681.88,686.98,4705193,3242615722,25686,0.0037,0.9649431109,862982764644,862982764644,0.0049,27.113,26.1684,8.4301,1,689.157
257,600519.XSHG,600519,贵州茅台,XSHG,2019-01-22,686.98,686.98,686.0,686.0,665.22,671.0,4212221,2834735031,24392,0.0034,0.9649431109,842908723800,842908723800,-0.0233,26.4824,25.5597,8.234,1,672.979
258,600519.XSHG,600519,贵州茅台,XSHG,2019-01-23,671.0,671.0,667.22,674.5,663.13,665.66,3362481,2247371221,16626,0.0027,0.9649431109,836200627548,836200627548,-0.008,26.2716,25.3563,8.1684,1,668.367
259,600519.XSHG,600519,贵州茅台,XSHG,2019-01-24,665.66,665.66,670.3,677.83,664.68,672.5,2915527,1960227058,16388,0.0023,0.9649431109,844793020500,844793020500,0.0103,26.5416,25.6168,8.2524,1,672.341
260,600519.XSHG,600519,贵州茅台,XSHG,2019-01-25,672.5,672.5,675.88,684.9,669.93,679.7,2898635,1966232090,16121,0.0023,0.9649431109,853837644660,853837644660,0.0107,26.8257,25.8911,8.3407,1,678.33
261,600519.XSHG,600519,贵州茅台,XSHG,2019-01-28,679.7,679.7,684.0,693.98,676.03,677.0,3610287,2476277972,20352,0.0029,0.9649431109,850445910600,850445910600,-0.004,26.7192,25.7882,8.3076,1,685.895
262,600519.XSHG,600519,贵州茅台,XSHG,2019-01-29,677.0,677.0,677.5,688.0,668.0,685.0,3034259,2069407513,16045,0.0024,0.9649431109,860495493000,860495493000,0.0118,27.0349,26.093,8.4058,1,682.014
263,600519.XSHG,600519,贵州茅台,XSHG,2019-01-30,685.0,685.0,684.99,686.22,676.0,676.0,2269996,1545353573,13772,0.0018,0.9649431109,849189712800,849189712800,-0.0131,26.6797,25.7501,8.2953,1,680.774
264,600519.XSHG,600519,贵州茅台,XSHG,2019-01-31,676.0,676.0,680.0,689.6,677.56,689.6,3669657,2515374970,20769,0.0029,0.9649431109,866274002880,866274002880,0.0201,27.2164,26.2682,8.4622,1,685.452
265,600519.XSHG,600519,贵州茅台,XSHG,2019-02-01,689.6,689.6,697.04,699.0,689.61,692.67,3052062,2121326140,18071,0.0024,0.9649431109,870130530126,870130530126,0.0045,27.3376,26.3851,8.4999,1,695.047
266,600519.XSHG,600519,贵州茅台,XSHG,2019-02-11,692.67,692.67,695.0,729.5,688.18,725.3,5814075,4143849806,28299,0.0046,0.9649431109,911120264340,911120264340,0.0471,28.6254,27.6281,8.9003,1,712.727
267,600519.XSHG,600519,贵州茅台,XSHG,2019-02-12,725.3,725.3,723.0,725.49,715.2,717.92,3509143,2521840124,21099,0.0028,0.9649431109,901849524576,901849524576,-0.0102,28.3341,27.3469,8.8097,1,718.648
268,600519.XSHG,600519,贵州茅台,XSHG,2019-02-13,717.92,717.92,723.0,736.16,717.22,735.25,3567706,2589623528,19957,0.0028,0.9649431109,923619432450,923619432450,0.0241,29.0181,28.0071,9.0224,1,725.851
269,600519.XSHG,600519,贵州茅台,XSHG,2019-02-14,735.25,735.25,731.2,743.66,730.14,737.16,3225813,2375987077,19530,0.0026,0.9649431109,926018770248,926018770248,0.0026,29.0935,28.0798,9.0458,1,736.554
270,600519.XSHG,600519,贵州茅台,XSHG,2019-02-15,737.16,737.16,734.88,734.88,723.02,724.78,2323798,1691515518,15791,0.0018,0.9649431109,910467041484,910467041484,-0.0168,28.6049,27.6083,8.8939,1,727.91
271,600519.XSHG,600519,贵州茅台,XSHG,2019-02-18,724.78,724.78,731.0,744.95,731.0,740.0,3774589,2787522993,19776,0.003,0.9649431109,929586372000,929586372000,0.021,29.2056,28.188,9.0807,1,738.497
272,600519.XSHG,600519,贵州茅台,XSHG,2019-02-19,740.0,740.0,740.96,742.5,726.66,730.76,2950150,2164408781,16869,0.0023,0.9649431109,917979104328,917979104328,-0.0125,28.8409,27.836,8.9673,1,733.661
273,600519.XSHG,600519,贵州茅台,XSHG,2019-02-20,730.76,730.76,735.0,735.0,716.06,722.0,3788237,2742919644,20664,0.003,0.9649431109,906974811600,906974811600,-0.012,28.4952,27.5024,8.8598,1,724.062
274,600519.XSHG,600519,贵州茅台,XSHG,2019-02-21,722.0,722.0,720.0,730.48,717.0,720.25,2985040,2163554333,16695,0.0024,0.9649431109,904776465450,904776465450,-0.0024,28.4261,27.4357,8.8383,1,724.799
275,600519.XSHG,600519,贵州茅台,XSHG,2019-02-22,720.25,720.25,717.0,728.49,714.1,726.01,2590877,1867253930,15023,0.0021,0.9649431109,912012164778,912012164778,0.008,28.6534,27.6551,8.909,1,720.703
276,600519.XSHG,600519,贵州茅台,XSHG,2019-02-25,726.01,726.01,730.75,744.44,717.99,742.33,8262259,6034261367,35075,0.0066,0.9649431109,932513312874,932513312874,0.0225,29.2975,28.2768,9.1093,1,730.34
277,600519.XSHG,600519,贵州茅台,XSHG,2019-02-26,742.33,742.33,747.8,749.18,726.0,727.35,5796466,4265279124,27733,0.0046,0.9649431109,913695469830,913695469830,-0.0202,28.7063,27.7062,8.9255,1,735.841
278,600519.XSHG,600519,贵州茅台,XSHG,2019-02-27,727.35,727.35,733.0,758.02,731.0,740.7,6594227,4908445127,33744,0.0052,0.9649431109,930465710460,930465710460,0.0184,29.2332,28.2147,9.0893,1,744.355
279,600519.XSHG,600519,贵州茅台,XSHG,2019-02-28,740.7,740.7,737.9,763.42,736.95,755.01,5698625,4289145218,30575,0.0045,0.9649431109,948441900978,948441900978,0.0193,29.798,28.7598,9.2649,1,752.663
280,600519.XSHG,600519,贵州茅台,XSHG,2019-03-01,755.01,755.01,761.5,790.0,761.0,789.3,6384023,4952509171,29420,0.0051,0.9649431109,991516923540,991516923540,0.0454,31.1513,30.0659,9.6857,1,775.766
281,600519.XSHG,600519,贵州茅台,XSHG,2019-03-04,789.3,789.3,795.0,798.33,777.22,781.86,8458596,6661386571,39854,0.0067,0.9649431109,982170811908,982170811908,-0.0094,30.8577,29.7825,9.5944,1,787.529
282,600519.XSHG,600519,贵州茅台,XSHG,2019-03-05,781.86,781.86,785.0,789.55,775.88,779.78,4483056,3501155936,22933,0.0036,0.9649431109,979557920484,979557920484,-0.0027,30.7756,29.7033,9.5688,1,780.975
283,600519.XSHG,600519,贵州茅台,XSHG,2019-03-06,779.78,779.78,775.0,779.5,765.88,768.0,4673137,3602140487,24283,0.0037,0.9649431109,964759910400,964759910400,-0.0151,30.3107,29.2546,9.4243,1,770.819
284,600519.XSHG,600519,贵州茅台,XSHG,2019-03-07,768.0,768.0,762.22,762.22,745.56,748.6,6018053,4526351877,30573,0.0048,0.9649431109,940389673080,940389673080,-0.0253,29.545,28.5156,9.1862,1,752.129
285,600519.XSHG,600519,贵州茅台,XSHG,2019-03-08,748.6,748.6,737.9,746.83,733.65,737.5,5227525,3868415483,27521,0.0042,0.9649431109,926445877500,926445877500,-0.0148,29.1069,28.0928,9.05,1,740.009
286,600519.XSHG,600519,贵州茅台,XSHG,2019-03-11,737.5,737.5,740.04,766.95,740.04,758.54,5305724,4001728730,25521,0.0042,0.9649431109,952876279212,952876279212,0.0285,29.9373,28.8942,9.3082,1,754.229
287,600519.XSHG,600519,贵州茅台,XSHG,2019-03-12,758.54,758.54,763.82,763.83,739.0,745.01,5251001,3946382127,29176,0.0042,0.9649431109,935879922978,935879922978,-0.0178,29.4033,28.3789,9.1422,1,751.549
288,600519.XSHG,600519,贵州茅台,XSHG,2019-03-13,745.01,745.01,745.5,760.75,745.5,754.0,4056136,3058080906,23080,0.0032,0.9649431109,947173141200,947173141200,0.0121,29.7581,28.7213,9.2525,1,753.939
289,600519.XSHG,600519,贵州茅台,XSHG,2019-03-14,754.0,754.0,757.0,785.0,754.0,778.0,6217256,4808607656,33454,0.0049,0.9649431109,977321888400,977321888400,0.0318,30.7053,29.6355,9.547,1,773.429
290,600519.XSHG,600519,贵州茅台,XSHG,2019-03-15,778.0,778.0,776.0,787.5,764.85,777.3,5240071,4084798328,25352,0.0042,0.9649431109,976442549940,976442549940,-0.0009,30.6777,29.6088,9.5384,1,779.531
291,600519.XSHG,600519,贵州茅台,XSHG,2019-03-18,777.3,777.3,778.8,814.53,777.0,810.09,8131880,6499566987,38432,0.0065,0.9649431109,1017633275802,1017633275802,0.0422,31.9718,30.8579,9.9408,1,799.27
292,600519.XSHG,600519,贵州茅台,XSHG,2019-03-19,810.09,810.09,803.0,807.92,792.3,792.61,4063493,3244967390,22450,0.0032,0.9649431109,995674938258,995674938258,-0.0216,31.2819,30.192,9.7263,1,798.566
293,600519.XSHG,600519,贵州茅台,XSHG,2019-03-20,792.61,792.61,790.0,802.3,785.0,792.8,3111752,2470811128,16232,0.0025,0.9649431109,995913615840,995913615840,0.0002,31.2894,30.1993,9.7286,1,794.026
294,600519.XSHG,600519,贵州茅台,XSHG,2019-03-21,792.8,792.8,788.0,792.8,781.5,785.75,3257328,2558222913,15912,0.0026,0.9649431109,987057421350,987057421350,-0.0089,31.0112,29.9307,9.6421,1,785.375
295,600519.XSHG,600519,贵州茅台,XSHG,2019-03-22,785.75,785.75,788.22,799.98,785.0,794.0,3051750,2420497823,19109,0.0024,0.9649431109,997421053200,997421053200,0.0105,31.3368,30.245,9.7433,1,793.151
296,600519.XSHG,600519,贵州茅台,XSHG,2019-03-25,794.0,794.0,786.0,788.0,773.3,775.6,3727046,2903744159,20394,0.003,0.9649431109,974307013680,974307013680,-0.0232,27.6763,27.6763,8.6345,1,779.101
297,600519.XSHG,600519,贵州茅台,XSHG,2019-03-26,775.6,775.6,780.0,785.94,764.1,773.0,3759569,2914112997,20115,0.003,0.9649431109,971040899400,971040899400,-0.0034,27.5835,27.5835,8.6056,1,775.119
298,600519.XSHG,600519,贵州茅台,XSHG,2019-03-27,773.0,773.0,781.0,793.88,775.0,788.5,4280739,3366132247,23250,0.0034,0.9649431109,990511965300,990511965300,0.0201,28.1366,28.1366,8.7781,1,786.344
299,600519.XSHG,600519,贵州茅台,XSHG,2019-03-28,788.5,788.5,793.43,814.48,785.68,806.8,5756676,4615969704,31172,0.0046,0.9649431109,1013500385040,1013500385040,0.0232,28.7897,28.7897,8.9819,1,801.846
300,600519.XSHG,600519,贵州茅台,XSHG,2019-03-29,806.8,806.8,835.0,866.68,830.17,853.99,9093396,7702154797,43994,0.0072,0.9649431109,1072780359222,1072780359222,0.0585,30.4736,30.4736,9.5072,1,847.005
301,600519.XSHG,600519,贵州茅台,XSHG,2019-04-01,853.99,853.99,860.0,868.95,851.0,859.0,6093461,5228521999,35541,0.0049,0.9649431109,1079073910200,1079073910200,0.0059,30.6524,30.6524,9.563,1,858.055
302,600519.XSHG,600519,贵州茅台,XSHG,2019-04-02,859.0,859.0,859.99,859.99,836.06,850.0,5322705,4496538849,33125,0.0042,0.9649431109,1067768130000,1067768130000,-0.0105,30.3312,30.3312,9.4628,1,844.785
303,600519.XSHG,600519,贵州茅台,XSHG,2019-04-03,850.0,850.0,840.12,851.74,834.21,844.5,4305680,3629854319,26285,0.0034,0.9649431109,1060859042100,1060859042100,-0.0065,30.1349,30.1349,9.4016,1,843.039
304,600519.XSHG,600519,贵州茅台,XSHG,2019-04-04,844.5,844.5,840.0,865.8,836.2,865.0,5577236,4763897857,30640,0.0044,0.9649431109,1086611097000,1086611097000,0.0243,30.8665,30.8665,9.6298,1,854.168
305,600519.XSHG,600519,贵州茅台,XSHG,2019-04-08,865.0,865.0,900.0,908.0,890.12,900.2,6625193,5944780639,36261,0.0053,0.9649431109,1130829259560,1130829259560,0.0407,32.1225,32.1225,10.0217,1,897.299
306,600519.XSHG,600519,贵州茅台,XSHG,2019-04-09,900.2,900.2,903.0,908.2,892.51,905.0,4798980,4308645696,25785,0.0038,0.9649431109,1136859009000,1136859009000,0.0053,32.2938,32.2938,10.0751,1,897.825
307,600519.XSHG,600519,贵州茅台,XSHG,2019-04-10,905.0,905.0,903.0,951.9,900.0,947.99,6781438,6331858748,32495,0.0054,0.9649431109,1190862952422,1190862952422,0.0475,33.8278,33.8278,10.5537,1,933.704
308,600519.XSHG,600519,贵州茅台,XSHG,2019-04-11,947.99,947.99,948.0,950.0,905.55,925.2,6110254,5643817564,35698,0.0049,0.9649431109,1162234204560,1162234204560,-0.024,33.0146,33.0146,10.3,1,923.663
309,600519.XSHG,600519,贵州茅台,XSHG,2019-04-12,925.2,925.2,909.0,919.99,900.01,914.0,4861217,4419349981,31382,0.0039,0.9649431109,1148164789200,1148164789200,-0.0121,32.615,32.615,10.1753,1,909.104
310,600519.XSHG,600519,贵州茅台,XSHG,2019-04-15,914.0,914.0,931.0,939.0,907.0,907.0,4552264,4205548308,24675,0.0036,0.9649431109,1139371404600,1139371404600,-0.0077,32.3652,32.3652,10.0974,1,923.837
311,600519.XSHG,600519,贵州茅台,XSHG,2019-04-16,907.0,907.0,904.9,939.9,901.22,939.9,4642344,4297385218,23621,0.0037,0.9649431109,1180700312220,1180700312220,0.0363,33.5392,33.5392,10.4636,1,925.693
312,600519.XSHG,600519,贵州茅台,XSHG,2019-04-17,939.9,939.9,938.0,955.51,925.0,952.0,4076102,3848216557,21790,0.0032,0.9649431109,1195900305600,1195900305600,0.0129,33.9709,33.9709,10.5983,1,944.092
313,600519.XSHG,600519,贵州茅台,XSHG,2019-04-18,952.0,952.0,945.41,954.68,936.22,945.5,1959852,1853076080,12595,0.0016,0.9649431109,1187735019900,1187735019900,-0.0068,33.739,33.739,10.526,1,945.518
314,600519.XSHG,600519,贵州茅台,XSHG,2019-04-19,945.5,945.5,943.96,960.95,931.31,952.56,3237978,3064971032,18158,0.0026,0.9649431109,1196603776368,1196603776368,0.0075,31.5575,26.6589,9.6455,1,946.569
315,600519.XSHG,600519,贵州茅台,XSHG,2019-04-22,952.56,952.56,959.5,978.89,940.61,949.2,4062796,3897168684,20460,0.0032,0.9649431109,1192382951760,1192382951760,-0.0035,31.4462,26.5649,9.6115,1,959.233
316,600519.XSHG,600519,贵州茅台,XSHG,2019-04-23,949.2,949.2,951.0,981.22,949.2,974.95,4885205,4725480295,26459,0.0039,0.9649431109,1224730045110,1224730045110,0.0271,32.2993,27.2855,9.8722,1,967.304
317,600519.XSHG,600519,贵州茅台,XSHG,2019-04-24,974.95,974.95,979.88,990.0,951.22,970.0,4522700,4383873128,24545,0.0036,0.9649431109,1218511866000,1218511866000,-0.0051,32.1353,27.147,9.8221,1,969.304
318,600519.XSHG,600519,贵州茅台,XSHG,2019-04-25,970.0,970.0,968.79,973.99,951.22,952.37,3980134,3822767525,22662,0.0032,0.9649431109,1196365098786,1196365098786,-0.0182,31.5513,26.6536,9.6436,1,960.462
319,600519.XSHG,600519,贵州茅台,XSHG,2019-04-26,952.37,952.37,946.3,959.88,945.0,945.0,4327768,4119727292,26895,0.0034,0.9649431109,1187106921000,1187106921000,-0.0077,31.3071,26.4473,9.569,1,951.929
320,600519.XSHG,600519,贵州茅台,XSHG,2019-04-29,945.0,945.0,945.0,989.0,935.0,971.97,5257230,5086408528,30611,0.0042,0.9649431109,1220986575666,1220986575666,0.0285,32.2006,27.2021,9.8421,1,967.507
321,600519.XSHG,600519,贵州茅台,XSHG,2019-04-30,971.97,971.97,968.0,984.96,963.11,974.0,3594318,3503937512,20140,0.0029,0.9649431109,1223536657200,1223536657200,0.0021,32.2678,27.2589,9.8626,1,974.855
322,600519.XSHG,600519,贵州茅台,XSHG,2019-05-06,974.0,974.0,925.5,935.0,893.0,906.0,13509968,12299395806,63101,0.0108,0.9649431109,1138115206800,1138115206800,-0.0698,30.0151,25.3558,9.1741,1,910.394
323,600519.XSHG,600519,贵州茅台,XSHG,2019-05-07,906.0,906.0,893.28,913.94,870.22,890.0,10083726,9045117765,54308,0.008,0.9649431109,1118016042000,1118016042000,-0.0177,29.485,24.9081,9.0121,1,897.002
324,600519.XSHG,600519,贵州茅台,XSHG,2019-05-08,890.0,890.0,860.0,901.8,860.0,884.4,8188298,7217709507,41980,0.0065,0.9649431109,1110981334320,1110981334320,-0.0063,29.2995,24.7513,8.9553,1,881.466
325,600519.XSHG,600519,贵州茅台,XSHG,2019-05-09,884.4,884.4,875.0,879.87,842.5,858.81,9154515,7863312116,45267,0.0073,0.9649431109,1078835232618,1078835232618,-0.0289,28.4517,24.0352,8.6962,1,858.955
326,600519.XSHG,600519,贵州茅台,XSHG,2019-05-10,858.81,858.81,875.66,910.78,868.19,907.12,7990738,7121198718,38366,0.0064,0.9649431109,1139522148336,1139522148336,0.0563,30.0522,25.3872,9.1854,1,891.182
327,600519.XSHG,600519,贵州茅台,XSHG,2019-05-13,907.12,907.12,898.86,910.98,884.0,892.0,4663718,4179329433,23324,0.0037,0.9649431109,1120528437600,1120528437600,-0.0167,29.5512,24.964,9.0323,1,896.137
328,600519.XSHG,600519,贵州茅台,XSHG,2019-05-14,892.0,892.0,885.0,906.0,873.0,886.57,5998312,5349455647,34113,0.0048,0.9649431109,1113707283546,1113707283546,-0.0061,29.3714,24.8121,8.9773,1,891.827
329,600519.XSHG,600519,贵州茅台,XSHG,2019-05-15,886.57,886.57,890.24,933.0,890.24,927.0,6312425,5778791845,37288,0.005,0.9649431109,1164495360600,1164495360600,0.0456,30.7108,25.9436,9.3867,1,915.463
330,600519.XSHG,600519,贵州茅台,XSHG,2019-05-16,927.0,927.0,919.0,932.0,905.0,929.91,4454012,4108281950,25619,0.0035,0.9649431109,1168150896198,1168150896198,0.0031,30.8072,26.025,9.4162,1,922.378
331,600519.XSHG,600519,贵州茅台,XSHG,2019-05-17,929.91,929.91,927.02,932.3,900.1,906.79,4984161,4551116799,33350,0.004,0.9649431109,1139107603062,1139107603062,-0.0249,30.0412,25.3779,9.1821,1,913.116
332,600519.XSHG,600519,贵州茅台,XSHG,2019-05-20,906.79,906.79,900.0,900.0,871.0,884.96,4440799,3931645928,27134,0.0035,0.9649431109,1111684805088,1111684805088,-0.0241,29.318,24.767,8.961,1,885.347
333,600519.XSHG,600519,贵州茅台,XSHG,2019-05-21,884.96,884.96,885.0,910.0,872.02,895.0,4238565,3791406204,24813,0.0034,0.9649431109,1124297031000,1124297031000,0.0113,29.6506,25.048,9.0627,1,894.502
334,600519.XSHG,600519,贵州茅台,XSHG,2019-05-22,895.0,895.0,894.98,904.0,880.0,888.0,3204158,2853872828,20961,0.0026,0.9649431109,1115503646400,1115503646400,-0.0078,29.4187,24.8521,8.9918,1,890.678
335,600519.XSHG,600519,贵州茅台,XSHG,2019-05-23,888.0,888.0,881.0,883.98,856.22,861.0,5805863,5062812286,28599,0.0046,0.9649431109,1081586305800,1081586305800,-0.0304,28.5242,24.0964,8.7184,1,872.017
336,600519.XSHG,600519,贵州茅台,XSHG,2019-05-24,861.0,861.0,865.0,885.0,864.44,878.5,4403409,3858962204,24355,0.0035,0.9649431109,1103569767300,1103569767300,0.0203,29.104,24.5862,8.8956,1,876.358
337,600519.XSHG,600519,贵州茅台,XSHG,2019-05-27,878.5,878.5,879.1,882.99,860.05,879.0,3916191,3417213669,23398,0.0031,0.9649431109,1104197866200,1104197866200,0.0006,29.1206,24.6002,8.9007,1,872.586
338,600519.XSHG,600519,贵州茅台,XSHG,2019-05-28,879.0,879.0,877.99,907.49,875.02,888.0,7477277,6670856081,35777,0.006,0.9649431109,1115503646400,1115503646400,0.0102,29.4187,24.8521,8.9918,1,892.15
339,600519.XSHG,600519,贵州茅台,XSHG,2019-05-29,888.0,888.0,888.01,924.95,888.01,911.91,6564696,5963755397,34947,0.0052,0.9649431109,1145539335798,1145539335798,0.0269,30.2108,25.5212,9.2339,1,908.459
340,600519.XSHG,600519,贵州茅台,XSHG,2019-05-30,911.91,911.91,910.0,919.99,891.22,905.3,4024720,3634187681,25428,0.0032,0.9649431109,1137235868340,1137235868340,-0.0072,29.9919,25.3362,9.167,1,902.967
341,600519.XSHG,600519,贵州茅台,XSHG,2019-05-31,905.3,905.3,900.53,906.99,890.0,890.0,3579380,3211384923,22533,0.0028,0.9649431109,1118016042000,1118016042000,-0.0169,29.485,24.9081,9.0121,1,897.19
342,600519.XSHG,600519,贵州茅台,XSHG,2019-06-03,890.0,890.0,892.0,901.35,886.28,892.0,3447924,3076922330,19337,0.0027,0.9649431109,1120528437600,1120528437600,0.0022,29.5512,24.964,9.0323,1,892.399
343,600519.XSHG,600519,贵州茅台,XSHG,2019-06-04,892.0,892.0,895.0,895.43,871.0,875.3,3968948,3481384251,24419,0.0032,0.9649431109,1099549934340,1099549934340,-0.0187,28.998,24.4967,8.8632,1,877.155
344,600519.XSHG,600519,贵州茅台,XSHG,2019-06-05,875.3,875.3,884.0,886.26,870.0,871.6,3406736,2988114670,20046,0.0027,0.9649431109,1094902002480,1094902002480,-0.0042,28.8754,24.3931,8.8257,1,877.12
345,600519.XSHG,600519,贵州茅台,XSHG,2019-06-06,871.6,871.6,875.62,875.77,858.0,862.13,3478685,3009567792,21244,0.0028,0.9649431109,1083005809314,1083005809314,-0.0109,28.5617,24.1281,8.7298,1,865.145
346,600519.XSHG,600519,贵州茅台,XSHG,2019-06-10,862.13,862.13,857.98,878.95,840.0,871.08,5550246,4790052574,28320,0.0044,0.9649431109,1094248779624,1094248779624,0.0104,28.8582,24.3785,8.8205,1,863.034
347,600519.XSHG,600519,贵州茅台,XSHG,2019-06-11,871.08,871.08,876.0,915.61,875.0,910.89,8010644,7209086880,40276,0.0064,0.9649431109,1144258014042,1144258014042,0.0457,30.1771,25.4927,9.2236,1,899.938
348,600519.XSHG,600519,贵州茅台,XSHG,2019-06-12,910.89,910.89,906.22,910.99,894.0,906.7,3774740,3420899273,20427,0.003,0.9649431109,1138994545260,1138994545260,-0.0046,30.0382,25.3754,9.1812,1,906.261
349,600519.XSHG,600519,贵州茅台,XSHG,2019-06-13,906.7,906.7,910.0,912.3,897.0,910.0,3291742,2984741685,18649,0.0026,0.9649431109,1143139998000,1143139998000,0.0036,30.1476,25.4678,9.2146,1,906.736
350,600519.XSHG,600519,贵州茅台,XSHG,2019-06-14,910.0,910.0,911.0,932.3,910.02,913.0,4245504,3905679105,22677,0.0034,0.9649431109,1146908591400,1146908591400,0.0033,30.247,25.5517,9.2449,1,919.957
351,600519.XSHG,600519,贵州茅台,XSHG,2019-06-17,913.0,913.0,907.0,926.94,906.02,911.6,3276903,3001512189,19533,0.0026,0.9649431109,1145149914480,1145149914480,-0.0015,30.2006,25.5126,9.2308,1,915.96
352,600519.XSHG,600519,贵州茅台,XSHG,2019-06-18,911.6,911.6,917.0,920.0,902.6,917.0,2944138,2687679912,16012,0.0023,0.9649431109,1151933382600,1151933382600,0.0059,30.3795,25.6637,9.2855,1,912.892
353,600519.XSHG,600519,贵州茅台,XSHG,2019-06-19,917.0,917.0,940.0,946.7,932.01,932.01,5372640,5051192622,25730,0.0043,0.9649431109,1170788911578,1170788911578,0.0164,30.8767,26.0838,9.4374,1,940.17
354,600519.XSHG,600519,贵州茅台,XSHG,2019-06-20,932.01,932.01,932.5,975.5,932.2,975.0,6727197,6468666073,34064,0.0054,0.9649431109,1224792855000,1224792855000,0.0461,32.301,27.2869,9.8728,1,961.569
355,600519.XSHG,600519,贵州茅台,XSHG,2019-06-21,975.0,975.0,969.97,984.49,964.5,976.3,4592675,4482726902,26170,0.0037,0.9649431109,1226425912140,1226425912140,0.0013,32.344,27.3233,9.8859,1,976.06
356,600519.XSHG,600519,贵州茅台,XSHG,2019-06-24,976.3,976.3,978.3,999.69,975.0,987.1,4577920,4532526991,24403,0.0036,0.9649431109,1239992848380,1239992848380,0.0111,32.7018,27.6255,9.9953,1,990.084
357,600519.XSHG,600519,贵州茅台,XSHG,2019-06-25,987.1,987.1,992.0,999.0,967.0,982.98,5129595,5035624420,26720,0.0041,0.9649431109,1234817313444,1234817313444,-0.0042,32.5653,27.5102,9.9536,1,981.681
358,600519.XSHG,600519,贵州茅台,XSHG,2019-06-26,982.98,982.98,985.0,985.0,971.22,979.86,2958818,2896585581,16356,0.0024,0.9649431109,1230897976308,1230897976308,-0.0032,32.462,27.4229,9.922,1,978.967
359,600519.XSHG,600519,贵州茅台,XSHG,2019-06-27,979.86,979.86,985.0,1001.0,981.12,996.35,4797845,4772724089,26164,0.0038,0.9649431109,1251612678030,1251612678030,0.0168,33.0083,27.8844,10.0889,1,994.764
360,600519.XSHG,600519,贵州茅台,XSHG,2019-06-28,981.81,996.35,985.99,988.88,971.33,984.0,3108840,3050739277,15719,0.0025,0.9792323709,1236098635200,1236098635200,0.0022,32.5991,27.5388,9.9639,1,981.311
361,600519.XSHG,600519,贵州茅台,XSHG,2019-07-01,984.0,984.0,1004.52,1035.6,1000.22,1031.86,5233723,5325575854,26504,0.0042,0.9792323709,1296220261908,1296220261908,0.0486,34.1847,28.8782,10.4485,1,1017.55
362,600519.XSHG,600519,贵州茅台,XSHG,2019-07-02,1031.86,1031.86,1025.0,1029.5,1016.0,1025.0,3906109,3989722046,26126,0.0031,0.9792323709,1287602745000,1287602745000,-0.0066,33.9574,28.6862,10.3791,1,1021.406
363,600519.XSHG,600519,贵州茅台,XSHG,2019-07-03,1025.0,1025.0,1020.0,1023.0,981.5,987.9,6713932,6717755678,35087,0.0053,0.9792323709,1240997806620,1240997806620,-0.0362,32.7283,27.6479,10.0034,1,1000.57
364,600519.XSHG,600519,贵州茅台,XSHG,2019-07-04,987.9,987.9,985.8,990.8,971.22,981.2,4621668,4531686001,23729,0.0037,0.9792323709,1232581281360,1232581281360,-0.0068,32.5064,27.4604,9.9355,1,980.53
365,600519.XSHG,600519,贵州茅台,XSHG,2019-07-05,981.2,981.2,986.0,1006.0,976.3,999.82,5003271,4968920475,26875,0.004,0.9792323709,1255971684396,1255971684396,0.019,33.1232,27.9815,10.1241,1,993.134
